time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque
4.462884531619544792e-01,6.969168533954801792e-03,7.283982753185005432e-01,3.328227092758544448e+00,-2.147730088396880177e+01,6.787330767070005599e-01,-1.466403417098418149e+00,-2.367356417955594239e+01,5.267531008448364105e+01,2.788564936363152058e-01
4.472890999179229832e-01,7.699377381719886906e-03,7.317178764283215342e-01,3.306657987189402625e+00,-2.163302839155091917e+01,6.772564917519589001e-01,-1.490065710684321587e+00,-2.362022557300491243e+01,5.393295348681520807e+01,2.785741521494983219e-01
4.482897466738915426e-01,8.432793842344195323e-03,7.350158165181214232e-01,3.284933053394982760e+00,-2.178875589913305078e+01,6.757570904427963043e-01,-1.513674001531261082e+00,-2.356562850966317413e+01,5.519059688914686035e+01,2.782918106626814381e-01
4.492903934298600466e-01,9.169396803326918671e-03,7.382919396588923933e-01,3.263052291375287517e+00,-2.194448340671516817e+01,6.742349222742396453e-01,-1.537227030368528036e+00,-2.350977298953073102e+01,5.644824029147842737e+01,2.780094691758645542e-01
4.502910401858285505e-01,9.909165152167345725e-03,7.415460899216260726e-01,3.241015701130314675e+00,-2.210021091429728912e+01,6.726900367410162396e-01,-1.560723537925418958e+00,-2.345265901260757957e+01,5.770588369380999438e+01,2.777271276890476148e-01
4.512916869417970545e-01,1.065207777636476005e-02,7.447781113773144224e-01,3.218823282660064677e+00,-2.225593842187940652e+01,6.711224833378528487e-01,-1.584162264931229025e+00,-2.339428657889371621e+01,5.896352709614156140e+01,2.774447862022307310e-01
4.522923336977655584e-01,1.139811356341841227e-02,7.479878480969494037e-01,3.196475035964537526e+00,-2.241166592946152747e+01,6.695323115594765673e-01,-1.607541952115252304e+00,-2.333465568838914805e+01,6.022117049847314263e+01,2.771624447154138471e-01
4.532929804537340623e-01,1.214725140082757206e-02,7.511751441515227556e-01,3.173970961043733663e+00,-2.256739343704364842e+01,6.679195709006148229e-01,-1.630861340206784194e+00,-2.327376634109386799e+01,6.147881390080470965e+01,2.768801032285969632e-01
4.542936272097025663e-01,1.289947017609151952e-02,7.543398436120265504e-01,3.151311057897652645e+00,-2.272312094462576937e+01,6.662843108559941552e-01,-1.654119169935119649e+00,-2.321161853700788669e+01,6.273645730313627666e+01,2.765977617417800793e-01
4.552942739656710702e-01,1.365474877670950007e-02,7.574817905494527492e-01,3.128495326526294029e+00,-2.287884845220789032e+01,6.646265809203418806e-01,-1.677314182029553402e+00,-2.314821227613119348e+01,6.399410070546785789e+01,2.763154202549631400e-01
4.562949207216395742e-01,1.441306609018078513e-02,7.606008290347929801e-01,3.105523766929658702e+00,-2.303457595979001127e+01,6.629464305883848718e-01,-1.700445117219379743e+00,-2.308354755846378836e+01,6.525174410779942491e+01,2.760330787681462561e-01
4.572955674776080781e-01,1.517440100400465654e-02,7.636968031390392042e-01,3.082396379107746220e+00,-2.319030346737213222e+01,6.612439093548503344e-01,-1.723510716233894513e+00,-2.301762438400567845e+01,6.650938751013099193e+01,2.757507372813293722e-01
