time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,shoulder_meas_pos,shoulder_meas_vel,elbow_meas_pos,elbow_meas_vel,elbow_meas_torque
1.405381408072931659e+00,-7.172838197554983752e-01,3.785292012669973616e+00,3.238038257194856584e+01,-1.906948783195186650e+02,2.265745563912847871e+00,4.811717742419229893e+00,-3.654977232362661255e+01,-2.847243920701782258e+02,4.132665394575969486e-01,-7.214378671126562281e-01,3.774914018929366399e+00,2.261469177490128324e+00,4.817198601783623246e+00,4.231467537073806962e-01
1.406382391981815472e+00,-7.134821281081179523e-01,3.817606475924839149e+00,3.218277616702369670e+01,-1.787910753971492284e+02,2.270541480371390808e+00,4.774990009971723737e+00,-3.683284676202750063e+01,-3.961480415808700286e+02,4.109219050741195201e-01,-7.176434099082356077e-01,3.807411309798799159e+00,2.266273578212592454e+00,4.781065636161671684e+00,4.217699815891814974e-01
1.407383375890699284e+00,-7.096457072648024722e-01,3.849721512124464784e+00,3.197433812910504969e+01,-2.034395790671441091e+02,2.275302017072021510e+00,4.737978476295573671e+00,-3.706149805080640647e+01,-2.504366988235901204e+02,4.088138349918883363e-01,-7.138164615932082180e-01,3.839707316535519332e+00,2.271041673674131456e+00,4.744748752838288119e+00,4.203710180488365311e-01
1.408384359799583319e+00,-7.057758630350965401e-01,3.881618812475035707e+00,3.175098510050791489e+01,-2.256796181811576503e+02,2.280025040791560986e+00,4.700793678989680480e+00,-3.719640279300416097e+01,-9.874374083494119247e+01,4.087165614707586325e-01,-7.099570896138659437e-01,3.871796904647894610e+00,2.275772934653836899e+00,4.708241672085851093e+00,4.188719044608653630e-01
1.409385343708467131e+00,-7.018736497144230091e-01,3.913286789801628807e+00,3.152152927996275622e+01,-2.263505753509133172e+02,2.284709193334972355e+00,4.663512349831177239e+00,-3.729182531591383309e+01,-9.669491129369521332e+01,4.086192879496290398e-01,-7.060658057799366061e-01,3.903680408654340184e+00,2.280467721990813157e+00,4.671539945938691929e+00,4.172890810442151377e-01
1.410386327617350943e+00,-6.979393315518727103e-01,3.944724738144725684e+00,3.129136809450976386e+01,-2.270209324666314217e+02,2.289354478172569873e+00,4.626136525236159258e+00,-3.738521335181018657e+01,-9.464651452004160603e+01,4.085220144284995025e-01,-7.021422636600725964e-01,3.935351394056263885e+00,2.285125237932187581e+00,4.634632745329446912e+00,4.156023087850976849e-01
1.411387311526234756e+00,-6.939731727965441355e-01,3.975931951544743992e+00,3.106050154155622067e+01,-2.276906734670436094e+02,2.293960898774656698e+00,4.588668241620792010e+00,-3.747656690167195848e+01,-9.259854507627495934e+01,4.084247409073699098e-01,-6.981872532881555626e-01,3.966810283603761977e+00,2.289745876079483988e+00,4.597518348059590032e+00,4.138332359494765189e-01
1.412388295435118568e+00,-6.899754376975290038e-01,4.006907724042158669e+00,3.082892961841694301e+01,-2.283597823947371808e+02,2.298528458611548420e+00,4.551109535401182349e+00,-3.756588596644623124e+01,-9.055099698211186876e+01,4.083274673862403170e-01,-6.942008939917890809e-01,3.998052946907541649e+00,2.294329221312328748e+00,4.560192918503897630e+00,4.120312693567315665e-01
1.413389279344002603e+00,-6.859463905039249187e-01,4.037651349677394030e+00,3.059665232230859289e+01,-2.290282420997790211e+02,2.303057161153548194e+00,4.513462442993488644e+00,-3.765317054704468092e+01,-8.850386513123736165e+01,4.082301938651107243e-01,-6.901833821820528847e-01,4.029076779892745819e+00,2.298875083456928259e+00,4.522655547301586587e+00,4.102175129467863779e-01
1.414390263252886415e+00,-6.818862954648261532e-01,4.068162122490904586e+00,3.036366965036105370e+01,-2.296960352951173547e+02,2.307547009870967170e+00,4.475729000813841729e+00,-3.773842064436441746e+01,-8.645714407633461462e+01,4.081329203439811315e-01,-6.861349164599191974e-01,4.059879287246563884e+00,2.303383275884439474e+00,4.484906775413924684e+00,4.084085378897156504e-01
1.415391247161770227e+00,-6.777954168293277570e-01,4.098439336523136411e+00,3.012998159957911426e+01,-2.303631437980482701e+02,2.311998008234112945e+00,4.437911245278375993e+00,-3.782163625924763295e+01,-8.441082883601687570e+01,4.080356468228515388e-01,-6.820556992088659953e-01,4.090458069953841758e+00,2.307853614376065732e+00,4.446948555867041186e+00,4.066210554994283410e-01
1.416392231070654040e+00,-6.736740188465247803e-01,4.128482285814535580e+00,2.989558816687253540e+01,-2.310295488452728705e+02,2.316410159713295780e+00,4.400011212803228489e+00,-3.790281739252117887e+01,-8.236491449968201550e+01,4.079383733017219460e-01,-6.779459915976280282e-01,4.120810346588895889e+00,2.312285849089304346e+00,4.408784936674802424e+00,4.048940081389794110e-01
1.417393214979537852e+00,-6.695223657655123839e-01,4.158290264405549053e+00,2.966048934903357548e+01,-2.316952309656821001e+02,2.320783467778824161e+00,4.362030939804538043e+00,-3.798196404498372658e+01,-8.031939638429891204e+01,4.078410997805924088e-01,-6.738060441829520908e-01,4.150933561474464462e+00,2.316679747508970433e+00,4.370421594240488261e+00,4.032325784495284782e-01
1.418394198888421665e+00,-6.653407218353856178e-01,4.187862566336623793e+00,2.942468514273258151e+01,-2.323601699809807144e+02,2.325117935901004795e+00,4.323972462698436381e+00,-3.805907621740306723e+01,-7.827426990165662346e+01,4.077438262594628160e-01,-6.696360656235906816e-01,4.180825660192414972e+00,2.321035138363159334e+00,4.331864813271362635e+00,4.016473713650274835e-01
