time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,shoulder_torque,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,elbow_torque_tvlqr,K1,K2,K3,K4,k0
9.807363512920960202e-01,3.209228333300279817e-02,-2.239306276280570440e+00,3.601364604765311395e-01,1.336215393816422932e+02,0.000000000000000000e+00,3.495453501985764100e-01,-6.561496608913120809e+00,1.647774473679533003e+01,1.544512339925508513e+03,5.921828100606332246e-01,5.864893529551705731e-01,-3.263498155530998313e-01,-3.645522863321238455e-02,5.560042178704206056e-02,4.297992754903049439e-01,1.510859349405040998e-02
9.817371026709654780e-01,2.983416637525366372e-02,-2.239032068748284754e+00,3.487106885526971428e-02,-2.774099635400138553e+01,0.000000000000000000e+00,3.430422538011921318e-01,-6.544283099693556593e+00,1.787342928969445310e+01,1.547525415329829002e+03,5.957594503392514840e-01,5.893217973638150697e-01,-3.258249149260375455e-01,-4.029398102162246725e-02,5.526825060236987414e-02,4.295451059072322164e-01,1.573709822091770572e-02
9.827378540498349357e-01,2.757462681276535987e-02,-2.239013434351460496e+00,-8.799243222921426760e-14,-7.925653699977741553e+02,0.000000000000000000e+00,3.365620625097113794e-01,-6.525668066768278486e+00,1.928196677745700782e+01,1.551892265584468532e+03,5.993360906178728520e-01,5.921573845878739251e-01,-3.252825696158944124e-01,-4.390549724911208679e-02,5.493882029373543807e-02,4.292922903376192867e-01,1.632288652605847629e-02
9.837386054287045045e-01,2.531345228930483374e-02,-2.239254504170266724e+00,-3.260860166762223344e-01,-5.017716695057398510e+02,0.000000000000000000e+00,3.301060412056833759e-01,-6.505638406151086350e+00,2.070340344206216798e+01,1.557357843996105430e+03,6.029127308964939980e-01,5.950066970491437734e-01,-3.247256468771415050e-01,-4.728502851319791450e-02,5.461239747689475982e-02,4.290417096448583267e-01,1.686374451573282446e-02
9.847393568075739623e-01,2.305043044864519761e-02,-2.239759409284876046e+00,-6.103316948258394881e-01,-6.629285511320716751e+01,0.000000000000000000e+00,3.236754547706737761e-01,-6.484181013855866205e+00,2.213777441848113625e+01,1.309230215146749288e+03,6.064893711751035976e-01,5.978605250683297623e-01,-3.241585298409623839e-01,-5.042632777755907958e-02,5.428924019408769980e-02,4.287946178665005825e-01,1.735544773568555715e-02
9.857401081864434200e-01,2.078534893453579113e-02,-2.240532280775459295e+00,-8.878890719829517497e-01,-3.810966712084170922e+02,0.000000000000000000e+00,3.172715680861813436e-01,-6.461282785896250047e+00,2.358510688036235337e+01,1.570849691834086116e+03,6.100660114537280743e-01,6.007409005874881913e-01,-3.235787634447914729e-01,-5.333228735579253338e-02,5.396970142671332626e-02,4.285503522775960805e-01,1.779630997825814784e-02
9.867408595653128778e-01,1.851799539075436180e-02,-2.241577249722188636e+00,-1.166083452413755994e+00,-3.629391670635452556e+02,0.000000000000000000e+00,3.108956460337856109e-01,-6.436930618286170080e+00,2.504542217401982995e+01,1.578605387747737723e+03,6.136426517323463337e-01,6.036269998075223242e-01,-3.229838664524295466e-01,-5.600585712468361677e-02,5.365413385502507126e-02,4.283082429060109386e-01,1.818465158045423635e-02
9.877416109441824466e-01,1.624815746106447051e-02,-2.242898447205236678e+00,-1.446843684806135233e+00,-3.526907013493848240e+02,0.000000000000000000e+00,3.045489534950256427e-01,-6.411111407039400412e+00,2.651873730118886385e+01,1.586899146139254754e+03,6.172192920109620395e-01,6.065458750057692860e-01,-3.223734624818132555e-01,-5.844750557556923493e-02,5.334286057136380238e-02,4.280682550627945560e-01,1.851828474974672248e-02
9.887423623230519043e-01,1.397562278923029921e-02,-2.244500004304772034e+00,-1.730898658197462359e+00,-2.149927001208629633e+02,0.000000000000000000e+00,2.982327553514420582e-01,-6.383812048169725806e+00,2.800506597061705349e+01,1.383526277820259111e+03,6.207959322895771903e-01,6.094777247702255485e-01,-3.217542141490872254e-01,-6.064917250236721846e-02,5.303612893341009410e-02,4.278324294275392403e-01,1.879352849314790477e-02
9.897431137019213621e-01,1.170017901901176938e-02,-2.246386052100973085e+00,-2.018584842695273274e+00,-3.434652537174006284e+02,0.000000000000000000e+00,2.919483164845637635e-01,-6.355019437690877737e+00,2.950441935841468677e+01,1.604806400089446015e+03,6.243725725682017780e-01,6.124443337995939540e-01,-3.211247003293183910e-01,-6.261383231850939368e-02,5.273427454716155677e-02,4.276003376816065460e-01,1.900884062014692247e-02
