meas_time,shoulder_des_pos_store,shoulder_meas_pos,shoulder_des_vel_store,shoulder_meas_vel,elbow_des_pos_store,elbow_meas_pos,elbow_des_vel_store,elbow_meas_vel,elbow_des_tau_store,elbow_meas_tau,elbow_cmd_tau,elbow_clipped_tau,raw_imu_pos,raw_imu_vel,k1_store,k2_store,k3_store,k4_store,state_machine_flag
4.587388038635253906e-02,nan,-5.462794835808257865e-01,nan,-1.238377084938221268e-01,nan,-1.961402101458980418e+00,nan,1.166926449456266862e-01,nan,2.349649429321289062e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
4.888319969177246094e-02,nan,-5.470442712763441406e-01,nan,-1.272471122884767936e-01,nan,-1.960267719670282682e+00,nan,3.097248961651318244e-01,nan,2.423290014266967773e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
5.191206932067871094e-02,nan,-5.479219250643474481e-01,nan,-1.798550268934420160e-01,nan,-1.958877549581261368e+00,nan,4.081334057888458267e-01,nan,2.436870336532592773e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
5.491518974304199219e-02,nan,-5.483465207882769477e-01,nan,-2.157176201856398357e-01,nan,-1.957854770886994888e+00,nan,3.305419161461430333e-01,nan,2.615681171417236328e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
5.792570114135742188e-02,nan,-5.487355604498009853e-01,nan,-9.611306866233668145e-02,nan,-1.957247694994132869e+00,nan,2.497964219379187334e-01,nan,2.426697492599487305e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.089735031127929688e-02,nan,-5.495222531840822100e-01,nan,-2.511685225829736190e-01,nan,-1.956065189052299536e+00,nan,3.904702733399097458e-01,nan,2.328306198120117188e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.392741203308105469e-02,nan,-5.505800653919035170e-01,nan,-2.437296088569610442e-01,nan,-1.954355377214630707e+00,nan,5.443913746001735054e-01,nan,2.512594461441040039e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.694483757019042969e-02,nan,-5.516311299890008790e-01,nan,-2.347647074673734902e-01,nan,-1.952613732279556924e+00,nan,5.481764235083675940e-01,nan,2.579734325408935547e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.990957260131835938e-02,nan,-5.520071190358528668e-01,nan,-1.818628084862393413e-01,nan,-1.951479163237345160e+00,nan,3.759612624899414945e-01,nan,2.679759740829467773e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.296180725097656250e-02,nan,-5.518960538490982337e-01,nan,-4.492348577454877145e-02,nan,-1.951223562190535610e+00,nan,1.463411375243488521e-01,nan,2.540942192077636719e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.593750953674316406e-02,nan,-5.524488749283795741e-01,nan,-1.909780432387671867e-01,nan,-1.950153033850161810e+00,nan,3.456816202384449532e-01,nan,2.408701419830322266e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.892346382141113281e-02,nan,-5.540496739978735263e-01,nan,-2.542642606168252217e-01,nan,-1.948507075460816695e+00,nan,5.223124063739524869e-01,nan,2.200748920440673828e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
8.195924758911132812e-02,nan,-5.555739659182341583e-01,nan,-3.931923001729040745e-01,nan,-1.946429872228393032e+00,nan,6.446923618646059895e-01,nan,2.408261537551879883e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
8.493328094482421875e-02,nan,-5.566562815703592904e-01,nan,-2.376804621047657329e-01,nan,-1.944512396243535779e+00,nan,5.727783987708159330e-01,nan,2.546241283416748047e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
8.789777755737304688e-02,nan,-5.572560617193160759e-01,nan,-1.939720225115451613e-01,nan,-1.942898458205109868e+00,nan,5.349290800233378329e-01,nan,2.590368270874023438e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
9.086203575134277344e-02,nan,-5.579019839342764797e-01,nan,-2.226043675110705999e-01,nan,-1.941316540517602718e+00,nan,5.784560189464856839e-01,nan,2.364440679550170898e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
9.392714500427246094e-02,nan,-5.597702327941993516e-01,nan,-4.477574696509148966e-01,nan,-1.938919695536531540e+00,nan,7.891512855814805105e-01,nan,2.292270183563232422e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
9.702944755554199219e-02,nan,-5.613717955088821654e-01,nan,-4.685921445174181521e-01,nan,-1.935867837762976773e+00,nan,1.001739451177600770e+00,nan,2.505510807037353516e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.000294685363769531e-01,nan,-5.637472300480661502e-01,nan,-3.761724776919658231e-01,nan,-1.932560191689098206e+00,nan,1.050312825493609825e+00,nan,2.390678644180297852e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.030473709106445312e-01,nan,-5.658189859882103434e-01,nan,-3.828162677439811423e-01,nan,-1.928837030067329428e+00,nan,1.259746612017180301e+00,nan,2.390071153640747070e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.060669422149658203e-01,nan,-5.687891766241377489e-01,nan,-4.336615327710720003e-01,nan,-1.924171234255348750e+00,nan,1.516492245931957195e+00,nan,2.342016696929931641e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.143517494201660156e-01,-6.317506910197329129e-01,-5.659862451896229274e-01,-6.370000789617052961e-01,1.471314099279284582e+00,-1.873016347413086757e+00,-1.915382677822411228e+00,1.469467423374887893e+00,3.646076372001614829e-01,nan,0.000000000000000000e+00,-2.201604289919281399e-10,-2.201604289919281399e-10,-2.481368923012034156e+00,1.835921736479446009e+00,7.036990500698916406e-01,1.107631245744225224e+00,2.529351283998773972e-02,2.180940797412568299e-01,1.000000000000000000e+00
1.196446418762207031e-01,-6.348357212281776629e-01,-5.575693740184872738e-01,-4.888074450471965871e-01,9.854780834512522070e-01,-1.864101159458178891e+00,-1.912442610396801745e+00,1.565161979624926536e+00,9.437046249255696129e-01,nan,0.000000000000000000e+00,2.005671408062799921e-01,2.005671408062799921e-01,-2.470011984415288797e+00,1.929182708376821820e+00,6.836305724756206459e-01,1.105680714653823671e+00,2.816895082723362698e-02,2.180103983108067911e-01,1.000000000000000000e+00
1.249568462371826172e-01,-6.369411038521327617e-01,-5.611255052707617708e-01,-3.554464752807125483e-01,-5.410183874528311510e-01,-1.855641353963254803e+00,-1.901912409028790441e+00,1.648313083153700509e+00,1.850198418773521203e+00,nan,-9.162574075162410736e-03,9.247811049581086684e-02,9.247811049581086684e-02,-2.463037914299552433e+00,1.309180031320690052e+00,6.649484545237167588e-01,1.104039441362848928e+00,3.077939053518479601e-02,2.179223153881836572e-01,1.000000000000000000e+00
1.301803588867187500e-01,-6.383974295481807948e-01,-5.626813977703344349e-01,-2.217300768039386916e-01,-2.672762701270599006e-01,-1.846732680729807452e+00,-1.892612650502233596e+00,1.728791509627914502e+00,1.802885447861229951e+00,nan,8.965565264225006104e-02,-4.886587700647899990e-02,-4.886587700647899990e-02,-2.455294048272568030e+00,1.535609177734170050e+00,6.456385301674527621e-01,1.102473900747485747e+00,3.341580829951090736e-02,2.178215747249338252e-01,1.000000000000000000e+00
1.355085372924804688e-01,-6.391703434002955486e-01,-5.623897902939187787e-01,-9.132163339019017112e-02,2.686293140860218642e-03,-1.837622817693309374e+00,-1.883856301673729305e+00,1.804416926381194664e+00,1.546770390155340458e+00,nan,8.904726058244705200e-02,-3.879112812196450211e-02,-3.879112812196450211e-02,-2.446246091967648084e+00,1.549456683296200676e+00,6.262622857757849104e-01,1.100996784331457867e+00,3.600277033979578517e-02,2.177110838786059377e-01,1.000000000000000000e+00
1.406836509704589844e-01,-6.392851649702981920e-01,-5.609098560251686294e-01,4.056635705148492477e-02,8.220056969420008741e-01,-1.827975337600180605e+00,-1.876394061881489161e+00,1.877952155504022613e+00,1.439529928096785483e+00,nan,-4.463630914688110352e-02,1.591017575667158512e-02,1.591017575667158512e-02,-2.437303917906657791e+00,2.261535625038786357e+00,6.061341103862563084e-01,1.099523802030732300e+00,3.863219884576271634e-02,2.175867722958806372e-01,1.000000000000000000e+00
1.456298828125000000e-01,-6.387443827788598094e-01,-5.547411524325962517e-01,1.677583639009191385e-01,1.537143670348327662e+00,-1.818247096253496453e+00,-1.869251463837896532e+00,1.945988750198903716e+00,1.300748484115445303e+00,nan,6.410323828458786011e-02,1.501197882900312530e-02,1.501197882900312530e-02,-2.423992616270493006e+00,2.837892154463772965e+00,5.862299441370896202e-01,1.098094567354395368e+00,4.117781720115540334e-02,2.174546507818572449e-01,1.000000000000000000e+00
1.498117446899414062e-01,-6.376360393167059826e-01,-5.526037225948119413e-01,2.874850089648547380e-01,3.403329706774678165e-01,-1.808699574491071660e+00,-1.859184714917397008e+00,2.007382516014841300e+00,2.529594614854977497e+00,nan,-7.948510348796844482e-02,1.886123697651165276e-02,1.886123697651165276e-02,-2.411788437512208727e+00,2.869927585532445313e+00,5.670651483028866791e-01,1.096715181775147929e+00,4.358036604691242766e-02,2.173190658371762785e-01,1.000000000000000000e+00
1.536233425140380859e-01,-6.362379501163734075e-01,-5.519713916338657711e-01,3.885156810218050039e-01,1.154220757566850608e-01,-1.800341561735702589e+00,-1.849070029097276135e+00,2.057143182118356339e+00,2.616016605717786714e+00,nan,-4.401359707117080688e-02,-1.929048101023177197e-01,-1.929048101023177197e-01,-2.401041420731142129e+00,2.731438681474471775e+00,5.505790698982209186e-01,1.095506448798407195e+00,4.561073823343372857e-02,2.171960163803605126e-01,1.000000000000000000e+00
1.573634147644042969e-01,-6.345981281543064956e-01,-5.495477605855354497e-01,4.800255677787715891e-01,4.219279820645085444e-01,-1.792527966190891719e+00,-1.840169682316393329e+00,2.100563400403112180e+00,2.395858904065820472e+00,nan,-1.075188908725976944e-02,-1.981233323528888146e-01,-1.981233323528888146e-01,-2.389717442901928557e+00,2.817786886130329016e+00,5.354056984615462866e-01,1.094362146065605890e+00,4.745081335891476737e-02,2.170776121667268022e-01,1.000000000000000000e+00
1.610198020935058594e-01,-6.326522545712703893e-01,-5.490043013386936011e-01,5.691852499264461462e-01,5.528176433369140774e-01,-1.784688316944744280e+00,-1.832228260781453066e+00,2.141329234135449511e+00,2.171284828282716184e+00,nan,-1.285871118307113647e-01,-1.618012714659971540e-01,-1.618012714659971540e-01,-2.381232562120146667e+00,2.724102471619630261e+00,5.204079640772476534e-01,1.093189861372288796e+00,4.924343893497275249e-02,2.169557856693067888e-01,1.000000000000000000e+00
1.648175716400146484e-01,-6.304254915093270295e-01,-5.442275982782236454e-01,6.558417757560112138e-01,9.186172542246435757e-01,-1.776850274611195601e+00,-1.824813957888834492e+00,2.179467234387681085e+00,1.919585957454450709e+00,nan,-1.336972564458847046e-01,-1.147483403958811515e-01,-1.147483403958811515e-01,-2.369041556167058360e+00,2.838203211679094284e+00,5.056346192679630480e-01,1.091984913290679149e+00,5.098449099045743865e-02,2.168311657894064493e-01,1.000000000000000000e+00
1.685180664062500000e-01,-6.277736415001768933e-01,-5.386014189475432090e-01,7.452858877325095888e-01,1.367730530864139427e+00,-1.768529925305421413e+00,-1.818422433690482398e+00,2.217269437177034952e+00,1.693119872164413620e+00,nan,-8.026584237813949585e-02,-7.550960686759643214e-02,-7.550960686759643214e-02,-2.357023852638025385e+00,3.060850403028553046e+00,4.901889010418234993e-01,1.090661366623432826e+00,5.277912836185449930e-02,2.166960067346289653e-01,1.000000000000000000e+00
1.723239421844482422e-01,-6.248556193207348564e-01,-5.313371029083722163e-01,8.319384857400445865e-01,1.845286954673358792e+00,-1.760242023414393620e+00,-1.813021480581963552e+00,2.252349205415838718e+00,1.434481947862432438e+00,nan,-1.394822895526885986e-01,-4.697090697454735231e-02,-4.697090697454735231e-02,-2.344358583490335768e+00,3.279768902535791231e+00,4.750404391341384036e-01,1.089289792116341804e+00,5.451428107103881843e-02,2.165586341947021154e-01,1.000000000000000000e+00
1.760623455047607422e-01,-6.215121151520085485e-01,-5.252733240902038858e-01,9.204867719259793857e-01,1.253612650866346989e+00,-1.751537304429363395e+00,-1.805862965989668556e+00,2.286597577537635928e+00,2.053321293736579456e+00,nan,-7.960516959428787231e-02,-1.370666430700887006e-02,-1.370666430700887006e-02,-2.331136290079872442e+00,3.306933944602926445e+00,4.593792993354441911e-01,1.087784642724477946e+00,5.628266010537168185e-02,2.164116061341766761e-01,1.000000000000000000e+00
1.798024177551269531e-01,-6.178905959104589174e-01,-5.258453573240755574e-01,1.006884912823602374e+00,4.114195520384082982e-01,-1.742810041621997152e+00,-1.796019797765059600e+00,2.318426289410542296e+00,2.594568400953967124e+00,nan,-1.158632263541221619e-01,-1.111947869373137582e-01,-1.111947869373137582e-01,-2.321865155089135158e+00,3.005987952992375423e+00,4.439284595414745294e-01,1.086202391303445980e+00,5.800228610765516268e-02,2.162615583905402317e-01,1.000000000000000000e+00
1.837983131408691406e-01,-6.139304580020051860e-01,-5.222538749119602919e-01,1.092802855230857073e+00,1.132689345663723479e+00,-1.733897668069795284e+00,-1.786480354740395793e+00,2.348492077515839327e+00,2.334039590666137531e+00,nan,-9.056385606527328491e-02,-1.745259573076517468e-01,-1.745259573076517468e-01,-2.308734229652356085e+00,3.466728936329861011e+00,4.284037483939365787e-01,1.084504692076385668e+00,5.970544203320973797e-02,2.161057785441296286e-01,1.000000000000000000e+00
1.875443458557128906e-01,-6.093327033760564948e-01,-5.160560216169933767e-01,1.183905583942272077e+00,1.531471969464299754e+00,-1.724187875849195528e+00,-1.778634807004698448e+00,2.378609825812713741e+00,2.047645826976322248e+00,nan,-1.083878502249717712e-01,-1.580702533053902070e-01,-1.580702533053902070e-01,-2.294690828621691825e+00,3.579117796440622001e+00,4.117759271180278513e-01,1.082554436711022028e+00,6.150245280456027863e-02,2.159333191482787628e-01,1.000000000000000000e+00
1.912283897399902344e-01,-6.052876371730432359e-01,-5.085715615463590744e-01,1.262437185892065328e+00,1.684310659588271086e+00,-1.715017871298797347e+00,-1.770421493367217991e+00,2.420570770461385024e+00,2.287358413110575750e+00,nan,-2.430428862571716309e-01,-1.134050620159709200e-01,-1.134050620159709200e-01,-2.278993054913577065e+00,3.971669072698846836e+00,3.962128064391813309e-01,1.080609389884388927e+00,6.318882639318486316e-02,2.157655926115816247e-01,1.000000000000000000e+00
1.949782371520996094e-01,-6.003220040811831915e-01,-5.067641545300647365e-01,1.344024261969803957e+00,1.122915440433402523e+00,-1.706086950415761416e+00,-1.760227037550070817e+00,2.454537575509876390e+00,2.739027933244762458e+00,nan,-1.209041774272918701e-01,-1.721661718523485596e-01,-1.721661718523485596e-01,-2.266991192080135331e+00,3.861943373678164981e+00,3.808572521860085214e-01,1.078480396258707508e+00,6.481276072461657212e-02,2.155915056692756238e-01,1.000000000000000000e+00
1.992695331573486328e-01,-5.949886849550916068e-01,-4.969357372415870167e-01,1.425919147030583867e+00,1.412297050323259029e+00,-1.696810690489044315e+00,-1.750176205178273658e+00,2.489955450504495627e+00,2.693608657121031591e+00,nan,-1.251673400402069092e-01,-2.288833796637717855e-01,-2.288833796637717855e-01,-2.247111942419860675e+00,4.105905707444290620e+00,3.651889781989388073e-01,1.076118704702359485e+00,6.646450689015202806e-02,2.154070381010263768e-01,1.000000000000000000e+00
2.030174732208251953e-01,-5.885991079801682346e-01,-4.952463674218332557e-01,1.517323201558587131e+00,1.667297516856301343e+00,-1.686067059474093632e+00,-1.739710044512100318e+00,2.531142506982577256e+00,2.369364404349274977e+00,nan,-2.396651357412338257e-01,-2.348154534363475765e-01,-2.348154534363475765e-01,-2.234956411933933573e+00,4.036661921205576320e+00,3.473992828236112107e-01,1.073194036632004078e+00,6.833286346906146391e-02,2.151888523403746867e-01,1.000000000000000000e+00
2.067589759826660156e-01,-5.827208983765508332e-01,-4.877062473053745961e-01,1.595832110833857120e+00,1.833275157728341487e+00,-1.676490761683411268e+00,-1.731001445329703126e+00,2.567997740260684392e+00,2.274739773299292001e+00,nan,-2.720395624637603760e-01,-1.789399397986449203e-01,-1.789399397986449203e-01,-2.218707692635077944e+00,4.108014931027633487e+00,3.318645852091876014e-01,1.070417706401183944e+00,6.995773180739346675e-02,2.149903621578859447e-01,1.000000000000000000e+00
2.104518413543701172e-01,-5.766159349501653875e-01,-4.801024811513761037e-01,1.672445089901013260e+00,1.566356674971355556e+00,-1.666816435347087788e+00,-1.721749623702767851e+00,2.605360767337920436e+00,2.463987162864116787e+00,nan,-2.116413712501525879e-01,-1.668834860542809384e-01,-1.668834860542809384e-01,-2.201852104854144176e+00,4.030343837835472343e+00,3.164780361307726886e-01,1.067452593609468314e+00,7.156045566755632470e-02,2.147860873264361981e-01,1.000000000000000000e+00
2.142338752746582031e-01,-5.703270267995975695e-01,-4.725572251294432036e-01,1.746743355149112498e+00,1.603879270666459966e+00,-1.657105391461417998e+00,-1.712353991376968310e+00,2.642991572887804175e+00,2.504358833260522665e+00,nan,-1.298207789659500122e-01,-1.851324799891740924e-01,-1.851324799891740924e-01,-2.184911216506411513e+00,4.108238103926982632e+00,3.013423955222480632e-01,1.064315843060349875e+00,7.313006639266199371e-02,2.145773228306133429e-01,1.000000000000000000e+00
2.179186344146728516e-01,-5.636186749984285482e-01,-4.694086488827258208e-01,1.821418129143609344e+00,1.747859966593258374e+00,-1.646998998451704166e+00,-1.702894505602845054e+00,2.682282417870377245e+00,2.516976536804235831e+00,nan,-1.446265876293182373e-01,-1.927757550696116151e-01,-1.927757550696116151e-01,-2.172303154485570875e+00,4.264836503397494205e+00,2.859182378438759331e-01,1.060882566831749418e+00,7.472190655088785383e-02,2.143561882929838902e-01,1.000000000000000000e+00
2.216622829437255859e-01,-5.568297431885601556e-01,-4.612843944761548798e-01,1.892706850426388643e+00,1.782254009636602632e+00,-1.637007241986550898e+00,-1.693227168428019347e+00,2.721250346500185380e+00,2.607814714544669066e+00,nan,-1.453869044780731201e-01,-2.017507577739450775e-01,-2.017507577739450775e-01,-2.154511562904174227e+00,4.390068724181271698e+00,2.709960726037293210e-01,1.057320746325170591e+00,7.625396282695069694e-02,2.141337581349287145e-01,1.000000000000000000e+00
2.253503799438476562e-01,-5.496753055013876565e-01,-4.530427025385503903e-01,1.963667616354461964e+00,1.820794939875903573e+00,-1.626707129814615183e+00,-1.683048629159574539e+00,2.761543090582065929e+00,2.723256693269313189e+00,nan,-2.054193466901779175e-01,-2.205389864513372378e-01,-2.205389864513372378e-01,-2.136091331698124929e+00,4.544051633145216762e+00,2.559520896766679376e-01,1.053476529001724282e+00,7.778995067770749783e-02,2.139005820334187458e-01,1.000000000000000000e+00
2.290790081024169922e-01,-5.423736137578031302e-01,-4.488942452542783457e-01,2.032130729039112182e+00,1.947352120752698479e+00,-1.616413149681211303e+00,-1.672614301590805930e+00,2.801930563046782563e+00,2.821033549976433630e+00,nan,-2.915339767932891846e-01,-2.455709975671109269e-01,-2.455709975671109269e-01,-2.121508546845084275e+00,4.768385670729132109e+00,2.412588131736405073e-01,1.049461493041070392e+00,7.928115803526744609e-02,2.136636827347147827e-01,1.000000000000000000e+00
2.328085899353027344e-01,-5.347347187417561543e-01,-4.392573713264003032e-01,2.099899876429979884e+00,2.121856000851492396e+00,-1.605856260961637805e+00,-1.662148140924632589e+00,2.843467625687758904e+00,2.778768933805523922e+00,nan,-1.965854465961456299e-01,-2.729871086900775845e-01,-2.729871086900775845e-01,-2.101405512251032892e+00,4.900624934657016318e+00,2.265431741220784168e-01,1.045166056767560914e+00,8.076503037160411014e-02,2.134167981250734425e-01,1.000000000000000000e+00
2.365217208862304688e-01,-5.268369705990045837e-01,-4.302773706871838577e-01,2.166217214653853418e+00,2.089381476936904569e+00,-1.595148201173064884e+00,-1.651266464710568815e+00,2.885716597536820416e+00,2.908717816778102261e+00,nan,-2.048531472682952881e-01,-2.759707117357602102e-01,-2.759707117357602102e-01,-2.081543835397752673e+00,4.998099293715006830e+00,2.119797945925561700e-01,1.040627047763122537e+00,8.222331484564722459e-02,2.131623823955188235e-01,1.000000000000000000e+00
2.402513027191162109e-01,-5.187263536714306067e-01,-4.208698536046200367e-01,2.230724767567511257e+00,2.067933842256005850e+00,-1.584349766052064457e+00,-1.640336851596883694e+00,2.928436710555604616e+00,2.940889468536532103e+00,nan,-3.170159757137298584e-01,-2.990358622271815370e-01,-2.990358622271815370e-01,-2.061206705201503731e+00,5.008823310792537953e+00,1.976615094618686674e-01,1.035865980960476440e+00,8.364630839743084079e-02,2.129018175809661850e-01,1.000000000000000000e+00
2.440075874328613281e-01,-5.103140752955406256e-01,-4.158688463637574273e-01,2.294128071656444945e+00,2.210491740209240774e+00,-1.573342774594693738e+00,-1.629838670579791371e+00,2.972095527090440115e+00,2.833018711149360769e+00,nan,-2.516109645366668701e-01,-3.019991431661657733e-01,-3.019991431661657733e-01,-2.045707516943548576e+00,5.043510451358601543e+00,1.834446888239636975e-01,1.030825033177584116e+00,8.504778327246800829e-02,2.126321576754137688e-01,1.000000000000000000e+00
2.477397918701171875e-01,-5.015834913609104051e-01,-4.065235651296461583e-01,2.356489103357081838e+00,2.174000382906053463e+00,-1.562108946691077360e+00,-1.618956994365727597e+00,3.016767649078492042e+00,2.892946951309681491e+00,nan,-1.675850898027420044e-01,-2.879129367886169577e-01,-2.879129367886169577e-01,-2.025480559495373978e+00,5.066947334215734955e+00,1.693258953686103130e-01,1.025486598111202685e+00,8.642734350035856383e-02,2.123527849370570597e-01,1.000000000000000000e+00
2.515127658843994141e-01,-4.926521611160880054e-01,-3.970012547607604247e-01,2.416966885445527069e+00,2.255149339777640982e+00,-1.550799618429121285e+00,-1.608155088148690126e+00,3.061851320406515420e+00,2.850681211617686728e+00,nan,-3.127861618995666504e-01,-2.953482393112724647e-01,-2.953482393112724647e-01,-2.005156342909450551e+00,5.105830551395327710e+00,1.555086219442970430e-01,1.019916775746193771e+00,8.776457342083748836e-02,2.120673667908305193e-01,1.000000000000000000e+00
2.552652359008789062e-01,-4.833576681673884545e-01,-3.868796507364762327e-01,2.476638576515591161e+00,2.359644270005838873e+00,-1.539210376644700951e+00,-1.597257495385923765e+00,3.108162188420683592e+00,2.877807691944475277e+00,nan,-3.684523999691009521e-01,-2.912106099597613351e-01,-2.912106099597613351e-01,-1.984137146122399997e+00,5.237451961950314150e+00,1.417592493622418237e-01,1.014007692814639983e+00,8.908144163931440429e-02,2.117706192485611094e-01,1.000000000000000000e+00
2.589802742004394531e-01,-4.738548745436458876e-01,-3.812868316521451639e-01,2.534483743556166679e+00,2.239821686732447414e+00,-1.527535761704659656e+00,-1.585896450175645844e+00,3.154923772836938589e+00,3.114996849722094563e+00,nan,-1.921151578426361084e-01,-3.043164733852787851e-01,-3.043164733852787851e-01,-1.967183281827791008e+00,5.354818536454541977e+00,1.283252508146410786e-01,1.007851074180140749e+00,9.035356953981238393e-02,2.114673929264706265e-01,1.000000000000000000e+00
2.628684043884277344e-01,-4.641891714692780169e-01,-3.710506340134780423e-01,2.590297735810220381e+00,2.320117487465260808e+00,-1.515827590048122175e+00,-1.574263700116341758e+00,3.201926009313713628e+00,3.133290207279578965e+00,nan,-3.317393064498901367e-01,-3.415376412177579812e-01,-3.415376412177579812e-01,-1.945314334129819800e+00,5.453407694744839773e+00,1.152697533264258611e-01,1.001473219623209232e+00,9.157475953300683869e-02,2.111590382354477380e-01,1.000000000000000000e+00
