meas_time,shoulder_des_pos_store,shoulder_meas_pos,shoulder_des_vel_store,shoulder_meas_vel,elbow_des_pos_store,elbow_meas_pos,elbow_des_vel_store,elbow_meas_vel,elbow_des_tau_store,elbow_meas_tau,elbow_cmd_tau,elbow_clipped_tau,raw_imu_pos,raw_imu_vel,k1_store,k2_store,k3_store,k4_store
8.885509967803955078e-01,5.162594225310541685e-01,3.773932848514141014e-01,-2.353756345069946576e+00,-1.729038814200207108e+00,1.073065681092485235e+00,1.043330610084883592e+00,4.749188241592605664e-02,4.921293869357554196e-02,nan,-6.759013980627059937e-02,2.014257573419613034e-02,2.014257573419613034e-02,1.420723894936297027e+00,-1.679825875506631538e+00,4.139614172238488266e-01,1.687343398625813506e+00,1.040893214709699421e-01,7.432175864598464798e-01
8.949203491210937500e-01,5.009806487561661026e-01,3.650458369606681686e-01,-2.425049211161372398e+00,-1.880995829995347979e+00,1.072756151747478626e+00,1.042515682791319342e+00,-1.793480492763706025e-01,-1.312028027233691219e-01,nan,4.014936834573745728e-02,-5.550643342119798707e-03,-5.550643342119798707e-03,1.407561519751987511e+00,-2.012198632718717128e+00,4.023248759515567485e-01,1.689030371023619637e+00,1.088948657764552408e-01,7.445176419220675967e-01
9.017329216003417969e-01,4.853958684328028017e-01,3.544738517789314258e-01,-2.490090956010185153e+00,-1.698039494276008643e+00,1.070804136823353403e+00,1.040134847985707545e+00,-4.138080616383419397e-01,-5.059124627247574280e-01,nan,2.961752936244010925e-02,-3.594386310137415164e-02,-3.594386310137415164e-02,1.394608699764638748e+00,-2.203951957000766182e+00,3.903849639281631312e-01,1.689649639623169719e+00,1.133898881953525617e-01,7.457826665326408033e-01
9.081943035125732422e-01,4.683826714794150359e-01,3.414100987148156463e-01,-2.552776542332480858e+00,-1.890634962109605688e+00,1.066900859882929709e+00,1.036283885840533880e+00,-6.730901487112106452e-01,-6.169375991844782137e-01,nan,-2.372758835554122925e-02,2.130009445751263053e-02,2.130009445751263053e-02,1.377693984555349749e+00,-2.507572561294083791e+00,3.773250140298927136e-01,1.688981359745866939e+00,1.178367989716333497e-01,7.470943730078190015e-01
9.145457744598388672e-01,4.519140276969457748e-01,3.306234025428036460e-01,-2.605679201289724745e+00,-1.785508015901056567e+00,1.061465452176962643e+00,1.030867016183312890e+00,-9.271891702538255231e-01,-9.058548848576847279e-01,nan,-5.820554215461015701e-04,-6.763189826982862751e-02,-6.763189826982862751e-02,1.361490418726116536e+00,-2.691362900758741183e+00,3.647074489771924277e-01,1.686932624510646406e+00,1.216924984195388859e-01,7.482963486577776102e-01
9.208621978759765625e-01,4.354066767500344159e-01,3.155358012783313626e-01,-2.651477624364268593e+00,-2.018699689819871690e+00,1.054476960065789726e+00,1.025082661504579606e+00,-1.184781821105573840e+00,-9.752459813553832069e-01,nan,-2.248269878327846527e-02,-6.126220731395354280e-02,-6.126220731395354280e-02,1.340618462782910969e+00,-2.993945671175255008e+00,3.521287376636479394e-01,1.683438586690385819e+00,1.251222848817112876e-01,7.494353445115451429e-01
9.272756576538085938e-01,4.186759877407675301e-01,3.043362939599383310e-01,-2.690923885708258467e+00,-1.961666257910791744e+00,1.045908323200920975e+00,1.017204999791206266e+00,-1.448653118568330456e+00,-1.218744365411887243e+00,nan,-8.076161146163940430e-03,-1.804955219934761823e-01,-1.804955219934761823e-01,1.321541293751144153e+00,-3.180410623322678987e+00,3.394898767657537064e-01,1.678376238364904793e+00,1.281619590587768087e-01,7.505235685103739396e-01
9.335155487060546875e-01,4.013709514720000815e-01,2.925121057166970573e-01,-2.724744341717787677e+00,-1.966690011701603957e+00,1.035558202356675395e+00,1.008624294758970974e+00,-1.724379631607064312e+00,-1.484322279455154714e+00,nan,-8.481308817863464355e-02,-2.139710425210696876e-01,-2.139710425210696876e-01,1.301136400475668475e+00,-3.451012291156758671e+00,3.265720389757973408e-01,1.671483235288249602e+00,1.308516622792472717e-01,7.515801278498781546e-01
9.398818016052246094e-01,3.842236110556791484e-01,2.772255693822138767e-01,-2.751629886785920576e+00,-2.094575190339533766e+00,1.023890338202617656e+00,9.982379977165809493e-01,-2.000248775253922418e+00,-1.638242421041158359e+00,nan,-6.602709740400314331e-02,-2.219560737729594502e-01,-2.219560737729594502e-01,1.275463567098794604e+00,-3.732817611380692124e+00,3.139620009365486908e-01,1.662951121419325773e+00,1.330688981291237027e-01,7.525588731396555264e-01
9.462847709655761719e-01,3.664137434073675426e-01,2.653693691206990835e-01,-2.772938385025319974e+00,-1.952918984635939603e+00,1.010361917010751398e+00,9.864295102342506283e-01,-2.289427649550219712e+00,-1.983934316816192256e+00,nan,-5.447443574666976929e-02,-3.045683183146334905e-01,-3.045683183146334905e-01,1.251798879354949490e+00,-3.936853301452131859e+00,3.010983691164810239e-01,1.652258818287364761e+00,1.349076296787439233e-01,7.535046524099244802e-01
9.525790214538574219e-01,3.481773942414705392e-01,2.542542596496017993e-01,-2.788133211927224409e+00,-1.949636284891334892e+00,9.950980712622943258e-01,9.727515772934417493e-01,-2.588185438186073384e+00,-2.241309216165257023e+00,nan,-1.440731137990951538e-01,-2.857823428021545320e-01,-2.857823428021545320e-01,1.227005836943043882e+00,-4.190945501056591915e+00,2.882052865581883339e-01,1.639343833714860921e+00,1.363083822922073196e-01,7.543994518964325380e-01
9.589920043945312500e-01,3.314109231759942986e-01,2.379679801489489321e-01,-2.794325460549778484e+00,-1.988613503335029620e+00,9.772680675447311671e-01,9.572519485402615214e-01,-2.859162038209021262e+00,-2.525181424033579702e+00,nan,-2.193285226821899414e-01,-2.948265749849560136e-01,-2.948265749849560136e-01,1.195219928689210898e+00,-4.513794927368609322e+00,2.756515247056654516e-01,1.623656667464842940e+00,1.373291386475274933e-01,7.551969724642049187e-01
9.654192924499511719e-01,3.131579216597240034e-01,2.268478490393146529e-01,-2.792563363988257663e+00,-2.033345068041517045e+00,9.579935367513670030e-01,9.393395582573076386e-01,-3.167427830365014074e+00,-2.809682616455919657e+00,nan,-2.115364521741867065e-01,-3.051128039141218773e-01,-3.051128039141218773e-01,1.166187407296622514e+00,-4.843027684497436702e+00,2.630416184073212094e-01,1.604981806084822438e+00,1.379566077600777874e-01,7.559168833209888305e-01
9.718251228332519531e-01,2.950688663381395571e-01,2.155948886216743077e-01,-2.785118628929033946e+00,-2.006851995612868755e+00,9.367889521554886301e-01,9.199730508102513804e-01,-3.472331244432623976e+00,-3.106801325168458305e+00,nan,-1.494275629520416260e-01,-3.099564708563071758e-01,-3.099564708563071758e-01,1.135567939431926465e+00,-5.113653320781327061e+00,2.505824707119828076e-01,1.582679278356351915e+00,1.381016981441867131e-01,7.565270002800161819e-01
