meas_time,shoulder_des_pos_store,shoulder_meas_pos,shoulder_des_vel_store,shoulder_meas_vel,elbow_des_pos_store,elbow_meas_pos,elbow_des_vel_store,elbow_meas_vel,elbow_des_tau_store,elbow_meas_tau,elbow_cmd_tau,elbow_clipped_tau,raw_imu_pos,raw_imu_vel,k1_store,k2_store,k3_store,k4_store,state_machine_flag
5.835676193237304688e-02,nan,-5.405008064864511574e-01,nan,-1.044142408684315682e-01,nan,-1.965013472732803912e+00,nan,1.097583313264879207e-01,nan,2.403214216232299805e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.265258789062500000e-02,nan,-5.410355485127977815e-01,nan,-1.806991090390102084e-01,nan,-1.963878903690592148e+00,nan,2.611562265936655525e-01,nan,2.406970977783203125e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
6.689786911010742188e-02,nan,-5.417735966390186952e-01,nan,-2.335195210124231258e-01,nan,-1.962792271548001732e+00,nan,2.788192420091552548e-01,nan,2.550990819931030273e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.116627693176269531e-02,nan,-5.419251447695376811e-01,nan,9.565194804122462147e-03,nan,-1.962408776351030282e+00,nan,6.875484416666358123e-02,nan,2.416040897369384766e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.538652420043945312e-02,nan,-5.427455235621803098e-01,nan,-1.850744179543473422e-01,nan,-1.961418205261197034e+00,nan,2.788194526693587028e-01,nan,2.448451280593872070e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
7.957768440246582031e-02,nan,-5.435807127728486954e-01,nan,-1.720277707051849070e-01,nan,-1.960123908971418416e+00,nan,3.147764342162537865e-01,nan,2.520149230957031250e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
8.383393287658691406e-02,nan,-5.438983045537959526e-01,nan,-2.036732125209853028e-01,nan,-1.959053193377530588e+00,nan,2.580022688415226084e-01,nan,2.550699710845947266e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
8.805251121520996094e-02,nan,-5.444866420242950866e-01,nan,-9.576283567118712425e-02,nan,-1.958190329184344769e+00,nan,1.942890851031097710e-01,nan,2.446593761444091797e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
9.231781959533691406e-02,nan,-5.460605025616542818e-01,nan,-1.260756704285863339e-01,nan,-1.956784242546621089e+00,nan,3.128841204223600792e-01,nan,2.413674354553222656e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
9.651470184326171875e-02,nan,-5.470510535663168916e-01,nan,-2.064951510671955981e-01,nan,-1.955122367608573608e+00,nan,3.538878182423878527e-01,nan,2.535716056823730469e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.009304523468017578e-01,nan,-5.478878258428441228e-01,nan,-1.658903718919211012e-01,nan,-1.953716280970849706e+00,nan,3.494720526851707865e-01,nan,2.533436536788940430e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.049008369445800781e-01,nan,-5.491235967506886695e-01,nan,-2.049245570158078622e-01,nan,-1.952246153631287839e+00,nan,3.841671328002346231e-01,nan,2.425722122192382812e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.073362827301025391e-01,nan,-5.496808818651910400e-01,nan,-1.670575490530268603e-01,nan,-1.951239478739237976e+00,nan,3.324395198518113048e-01,nan,2.421670198440551758e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.097483634948730469e-01,nan,-5.505201811326472239e-01,nan,-2.219858389852239766e-01,nan,-1.950312761097728442e+00,nan,3.873212543992024526e-01,nan,2.417673587799072266e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.121907234191894531e-01,nan,-5.516125585512465790e-01,nan,-2.897973324569096398e-01,nan,-1.949114338607192742e+00,nan,5.078088258758944873e-01,nan,2.408703088760375977e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.145966053009033203e-01,nan,-5.525453440536454153e-01,nan,-2.327374072964697449e-01,nan,-1.947804125768711980e+00,nan,5.103320201656359467e-01,nan,2.347152471542358398e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.170296669006347656e-01,nan,-5.539238235001562316e-01,nan,-3.554048499865000710e-01,nan,-1.946030460482718993e+00,nan,7.197659003159635471e-01,nan,2.605080604553222656e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.194944381713867188e-01,nan,-5.551586004328883384e-01,nan,-3.149852343680943356e-01,nan,-1.944176837946185898e+00,nan,7.809556674010867949e-01,nan,2.545136928558349609e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.219766139984130859e-01,nan,-5.567909280908907022e-01,nan,-3.434404573088860602e-01,nan,-1.942179404710788537e+00,nan,8.535004875840355165e-01,nan,2.452378988265991211e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
1.243946552276611328e-01,nan,-5.575995674093103815e-01,nan,-2.560285008092726411e-01,nan,-1.939830496629338485e+00,nan,9.519092312746422202e-01,nan,2.197535276412963867e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
